"","ds","tv_S","ooh_S","print_S","facebook_S","search_S","newsletter","type","solID"
"797",2016-04-18,0.00169306951936615,0.0885829602491451,1.53775427519396e-08,0.210994529809098,0.214637675828302,0.0162453909161577,"saturatedMedia","2_233_2"
"798",2016-04-25,0.000549625304032219,0.0385251329574149,3.04723061106994e-11,0.0436471524430702,0.214165880413641,0.00609127633025527,"saturatedMedia","2_233_2"
"799",2016-05-02,0.000178288292596424,0.0162503958652044,0.606160244693646,0.0077288468962351,0.185890520052768,0.00389320547481566,"saturatedMedia","2_233_2"
"800",2016-05-09,5.78189139789323e-05,0.146835116796804,0.00304063106527603,0.00132755946014959,0.188766568626206,0.00057338641495077,"saturatedMedia","2_233_2"
"801",2016-05-16,1.87491540383467e-05,0.0662521164563273,6.04368773486562e-06,0.31578016827684,0.0758797261146281,0.0456977498268476,"saturatedMedia","2_233_2"
"802",2016-05-23,6.07969731867696e-06,0.271637651935665,1.19763094582931e-08,0.0730144372992351,0.0281585753495257,0.0560885392577286,"saturatedMedia","2_233_2"
"803",2016-05-30,1.97141710836216e-06,0.133261243499021,2.37323851110564e-11,0.0132642655221346,0.163292220079233,0.014607692855091,"saturatedMedia","2_233_2"
"804",2016-06-06,6.39254624374159e-07,0.0596071203603119,4.70283519561877e-14,0.00228893635437967,0.170794650048859,0.00306969100508413,"saturatedMedia","2_233_2"
"805",2016-06-13,2.07285462416398e-07,0.0254658991168767,9.3191892737002e-17,0.000391386189415098,0.191116306927413,0.00631632759130823,"saturatedMedia","2_233_2"
"806",2016-06-20,0.00245691620267681,0.265701403492278,1.84670066261205e-19,0.216983234293248,0.200697553334356,0.000709201345240455,"saturatedMedia","2_233_2"
"807",2016-06-27,0.000798007095221596,0.12981006581389,3.65944207927621e-22,0.0451578520716617,0.196227306575803,0.00125492237237785,"saturatedMedia","2_233_2"
"808",2016-07-04,0.00200449107248399,0.0579359220486691,0.0986476788291589,0.00800676321046219,0.207870329325581,0.00192596370345571,"saturatedMedia","2_233_2"
"809",2016-07-11,0.000650859969064387,0.0247267454569984,0.000216828559358377,0.00137561536669131,0.217964612258403,0.00847277098449837,"saturatedMedia","2_233_2"
"810",2016-07-18,0.000366633924652446,0.439424945587395,0.0835051137995486,0.305840368375315,0.19571223322206,0.0055178560101145,"saturatedMedia","2_233_2"
"811",2016-07-25,0.000118914560686421,0.244236266314449,0.000180519030860495,0.0699351130139443,0.217605124465235,0.0242453961862684,"saturatedMedia","2_233_2"
"812",2016-08-01,0.00862500607357098,0.348070630233661,3.57782929759567e-07,0.438869489322728,0.236699804050895,0.0206094839671257,"saturatedMedia","2_233_2"
"813",2016-08-08,0.00281314923161926,0.180401843168474,0.000441968308061621,0.117761682090786,0.250741435830476,0.0412161637976999,"saturatedMedia","2_233_2"
"814",2016-08-15,0.0184215124379588,0.0831937546195817,8.76195680236808e-07,0.110369889232602,0.105617460270824,0.0554894838037293,"saturatedMedia","2_233_2"
"815",2016-08-22,0.0060486735803915,0.0360608488945059,0.682153391127966,0.0737476102348774,0.0400036841062929,0.0573163787815154,"saturatedMedia","2_233_2"
"816",2016-08-29,0.0184398887787437,0.308834082179021,0.00423486673401121,0.0134061353227244,0.251105128994035,0.00238248949039748,"saturatedMedia","2_233_2"
"817",2016-09-05,0.0275857996380271,0.287157388161434,0.0278067367979993,0.00506288928801401,0.277081878718757,0.00125748587748715,"saturatedMedia","2_233_2"
"818",2016-09-12,0.00911490943140309,0.35479981012255,5.66749541068015e-05,0.000867705550231555,0.287276882248014,0.0149133903395522,"saturatedMedia","2_233_2"
"819",2016-09-19,0.00297392737134807,0.236306291979179,0.928728405253447,0.382000579726796,0.291437623029004,0.0320094930268259,"saturatedMedia","2_233_2"
"820",2016-09-26,0.00096627061488638,0.344559698716733,0.0251720506632804,0.0954259828188964,0.278183995294909,0.00218345090685042,"saturatedMedia","2_233_2"
"821",2016-10-03,0.396349331457292,0.336438794259194,0.455630955348482,0.300754962675247,0.288791841963914,0.0242511700076061,"saturatedMedia","2_233_2"
"822",2016-10-10,0.175533574738799,0.172887247995606,0.575325538746533,0.385804317797352,0.309579751689894,0.0799774293715919,"saturatedMedia","2_233_2"
"823",2016-10-17,0.378434423726965,0.14850765244207,0.00267738943974133,0.510587245735699,0.305832569827152,0.105136290531723,"saturatedMedia","2_233_2"
"824",2016-10-24,0.164873457632295,0.323762724210534,0.406465250335215,0.564286380550529,0.315457915602852,0.0534473665361443,"saturatedMedia","2_233_2"
"825",2016-10-31,0.424828607366774,0.164842530696488,0.00135521027300543,0.599833645496475,0.338723881894548,0.0313707123307624,"saturatedMedia","2_233_2"
"826",2016-11-07,0.193225133259899,0.309649370013564,0.556503144093212,0.628852336253099,0.32447115309051,0.117789836051931,"saturatedMedia","2_233_2"
"827",2016-11-14,0.263323845952099,0.156058061747474,0.00248037245284402,0.574784996883713,0.144928169562901,0.063757705496189,"saturatedMedia","2_233_2"
"828",2016-11-21,0.12672276553939,0.310568324099784,0.247886182841029,0.612861508505388,0.0564339598343548,0.0582853375555741,"saturatedMedia","2_233_2"
"829",2016-11-28,0.044939493057696,0.15662461339941,0.0938599491278533,0.541964537980169,0.412498127091659,0.111889678293168,"saturatedMedia","2_233_2"
"830",2016-12-05,0.0343897160145508,0.395601067693702,0.000205217421623539,0.316356000440046,0.424999389847267,0.314257984312142,"saturatedMedia","2_233_2"
"831",2016-12-12,0.0114165483971354,0.212499444786653,4.06744375983591e-07,0.346172529603423,0.410594575312002,0.0818102941360384,"saturatedMedia","2_233_2"
"832",2016-12-19,0.00373072297954758,0.465360786654748,8.06009397917365e-10,0.179270243577115,0.399591008540187,0.00574320481196323,"saturatedMedia","2_233_2"
"833",2016-12-26,0.261774563370375,0.264078762603198,1.5971969735645e-12,0.568874071702583,0.411828121563331,0.000153027278290693,"saturatedMedia","2_233_2"
"834",2017-01-02,0.261511782370127,0.528493002389357,0.944607787895361,0.503509090144881,0.408211938538775,0.242653483052395,"saturatedMedia","2_233_2"
"835",2017-01-09,0.102999507960793,0.316046427549227,0.0326879571496768,0.544544667656255,0.402383986457476,0.0894851483868346,"saturatedMedia","2_233_2"
"836",2017-01-16,0.0471161321219798,0.160017557222258,0.00609442054816684,0.577854384301981,0.394445090587946,0.173992255816763,"saturatedMedia","2_233_2"
"837",2017-01-23,0.0157803441086159,0.0728175083469961,0.512958917752894,0.60688393590304,0.398129602941625,0.040327660229001,"saturatedMedia","2_233_2"
"838",2017-01-30,0.0611313071385917,0.0313621055323991,0.00208271529420464,0.517319035524196,0.402887718180991,0.105158655818194,"saturatedMedia","2_233_2"
"839",2017-02-06,0.0206766283909435,0.0131721994132189,4.13572770988135e-06,0.154629380410892,0.372768411135494,0.00582197121683416,"saturatedMedia","2_233_2"
"840",2017-02-13,0.00679962958729496,0.269298625408933,8.19543675084595e-09,0.607956777207337,0.173358915489572,0.0486099316865762,"saturatedMedia","2_233_2"
"841",2017-02-20,0.00221503257474907,0.131897979759221,0.490074058672196,0.209272504664929,0.0689035918377045,0.0564643429065729,"saturatedMedia","2_233_2"
"842",2017-02-27,0.000719325453309235,0.0589460953409833,0.00190084484224965,0.758694552490435,0.301672633682569,0.1018493980472,"saturatedMedia","2_233_2"
"843",2017-03-06,0.000233362655624202,0.0251733548033431,0.691335495998096,0.349210322893276,0.330522410730254,0.0282911277794248,"saturatedMedia","2_233_2"
"844",2017-03-13,0.00123716731019221,0.0105338663600434,0.00441872788890815,0.0838953842219931,0.324127997606964,0.0930988386201224,"saturatedMedia","2_233_2"
"845",2017-03-20,0.000401500821076934,0.00436976529371616,0.863201861429551,0.0153887857123553,0.310508331094865,0.0810350769672811,"saturatedMedia","2_233_2"
"846",2017-03-27,0.000130226407727088,0.0865251875334471,0.0123496254368437,0.230597807607365,0.335498298311832,0.104254661255442,"saturatedMedia","2_233_2"
"847",2017-04-03,4.22310674225534e-05,0.0375822486467287,2.47775387864651e-05,0.0486612775811157,0.334218779488171,0.00206894131270181,"saturatedMedia","2_233_2"
"848",2017-04-10,1.3694280873464e-05,0.531417230265988,4.9100654006126e-08,0.00865406476839535,0.309709211215686,0.000212369655024079,"saturatedMedia","2_233_2"
"849",2017-04-17,0.000282035381518211,0.318589422004461,9.7298393742288e-11,0.0014876300370349,0.300660239305415,0.0162446557442998,"saturatedMedia","2_233_2"
"850",2017-04-24,9.14705203561934e-05,0.459511126343833,1.92807553248757e-13,0.000254201234475853,0.289945765047551,0.0438889474959363,"saturatedMedia","2_233_2"
"851",2017-05-01,0.0157505347526424,0.259531035023328,3.82069540476008e-16,4.33926127096162e-05,0.264559314467808,0.00714676903294026,"saturatedMedia","2_233_2"
"852",2017-05-08,0.00516222774681893,0.455391606040176,7.57113148835939e-19,7.40590279825901e-06,0.261931209712045,0.0107097144608684,"saturatedMedia","2_233_2"
"853",2017-05-15,0.00167976893542871,0.256354001265005,1.50030363432299e-21,1.26394231417327e-06,0.111292811891228,0.0500779660751147,"saturatedMedia","2_233_2"
"854",2017-05-22,0.000545302596256288,0.201952660171889,2.973017967821e-24,0.338940858244952,0.0423201116331577,0.056650169368772,"saturatedMedia","2_233_2"
"855",2017-05-29,0.000176885569190725,0.0944705940703931,0.225789724903949,0.080463541026461,0.211069347139692,0.00719120729039747,"saturatedMedia","2_233_2"
"856",2017-06-05,0.000893230281409842,0.148811101694986,0.000577580741055803,0.292308617632954,0.252052505583952,0.000742912316357117,"saturatedMedia","2_233_2"
"857",2017-06-12,0.000289814714378696,0.0672291342355274,1.14520040118e-06,0.0658507264814015,0.24132839176745,0.00247173324900683,"saturatedMedia","2_233_2"
"858",2017-06-19,0.0177739939462609,0.0288562072671313,2.26934414002384e-09,0.0138229541030123,0.275382605957501,0.00320220826785639,"saturatedMedia","2_233_2"
"859",2017-06-26,0.00583347730707724,0.307011059018585,0.07439784970806,0.00238646400181884,0.263735073879482,0.000225297201236844,"saturatedMedia","2_233_2"
"860",2017-07-03,0.00344903674362197,0.154435645234278,0.451520068665568,0.513407116795029,0.299207773681215,0.0135260902347753,"saturatedMedia","2_233_2"
"861",2017-07-10,0.00112100091973758,0.0700238305536547,0.00162864638807075,0.152593043411344,0.3037154123387,0.00676223486944125,"saturatedMedia","2_233_2"
"862",2017-07-17,0.00229058711321191,0.251084115051375,0.924950846417401,0.0298156014691299,0.308553032156732,0.000945833688447723,"saturatedMedia","2_233_2"
"863",2017-07-24,0.00074389960904801,0.121432391291187,0.0238403206972836,0.00521751846997034,0.309913543293272,0.0274306412395999,"saturatedMedia","2_233_2"
"864",2017-07-31,0.00231470197340519,0.363514462124257,0.004992027538122,0.000894321912664896,0.328531572726164,0.0154429915669839,"saturatedMedia","2_233_2"
"865",2017-08-07,0.000751743509846717,0.326676356594889,0.417720552362227,0.000152743480463227,0.352245392596305,0.0114077794406313,"saturatedMedia","2_233_2"
"866",2017-08-14,0.018276641685691,0.166678502065329,0.00141956671215833,2.60713955387347e-05,0.160996550780484,0.0502567005409432,"saturatedMedia","2_233_2"
"867",2017-08-21,0.00600051068173891,0.0761778219774307,0.544174893847331,0.101332497921954,0.0634185615222188,0.0566726367929378,"saturatedMedia","2_233_2"
"868",2017-08-28,0.319959525691591,0.0328772095324661,0.00236011104544714,0.095077601987429,0.364857201451649,0.155464285165341,"saturatedMedia","2_233_2"
"869",2017-09-04,0.132370013952268,0.0138210872357753,4.68786362146809e-06,0.0176154994807419,0.382928132525768,0.0706469990436176,"saturatedMedia","2_233_2"
"870",2017-09-11,0.203043187348691,0.296213878229592,0.07314277121193,0.0453478014097548,0.368152290708364,0.00247683991921151,"saturatedMedia","2_233_2"
"871",2017-09-18,0.0763088966651907,0.147859454028416,0.000156354013195461,0.00804175850925437,0.382501814028254,0.0314652317900818,"saturatedMedia","2_233_2"
"872",2017-09-25,0.300856173784473,0.308555998619499,3.09881164949458e-07,0.219447645426693,0.407093546552963,0.0829051692696693,"saturatedMedia","2_233_2"
"873",2017-10-02,0.574817160287794,0.249838054272033,6.14064070185468e-10,0.0457848477259732,0.406777758368837,0.127013338946374,"saturatedMedia","2_233_2"
"874",2017-10-09,0.495087197501297,0.465951012293163,0.831894201405939,0.449489504255235,0.417795388908244,0.0438522559609545,"saturatedMedia","2_233_2"
"875",2017-10-16,0.241246406466159,0.264540016144715,0.00971103933737781,0.461763875339627,0.413040220526507,0.239032783579219,"saturatedMedia","2_233_2"
"876",2017-10-23,0.262096717354993,0.21347287761929,1.94318302978768e-05,0.496171714472892,0.417516362868054,0.189884747739467,"saturatedMedia","2_233_2"
"877",2017-10-30,0.118267518387022,0.100632727828975,3.85070726341712e-08,0.533072440887737,0.426990874313812,0.00961215000209314,"saturatedMedia","2_233_2"
"878",2017-11-06,0.0933947519362148,0.444099433354764,0.905036094306169,0.448726040793122,0.448352944689256,0.0879294600675502,"saturatedMedia","2_233_2"
"879",2017-11-13,0.0323242805132156,0.247752059845149,0.018535332210266,0.621385715405209,0.222877497135912,0.0608744738413449,"saturatedMedia","2_233_2"
"880",2017-11-20,0.129323462254957,0.287577992157067,0.00395647289857937,0.468052094309747,0.0919024820820654,0.0579534755548173,"saturatedMedia","2_233_2"
"881",2017-11-27,0.0459500888596701,0.142671927653878,0.426483378689853,0.349452775675024,0.486433025177964,0.220297225553201,"saturatedMedia","2_233_2"
"882",2017-12-04,0.0656781935246193,0.237169665206694,0.00147141431253797,0.240346207352761,0.493950678249244,0.0541179345991303,"saturatedMedia","2_233_2"
"883",2017-12-11,0.0222859598818009,0.113612930498357,2.92005867608166e-06,0.326578449638562,0.47798686583787,0.188307038398191,"saturatedMedia","2_233_2"
"884",2017-12-18,0.143406805196705,0.236409154745489,5.78643683350044e-09,0.1726095704552,0.480773988031316,0.254489806643807,"saturatedMedia","2_233_2"
"885",2017-12-25,0.392964508585174,0.113189829776755,0.726867599135057,0.568012892850445,0.462595482983535,0.384869035574622,"saturatedMedia","2_233_2"
"886",2018-01-01,0.173492538530198,0.0499894473561747,0.225073764191073,0.503210911734635,0.465801216528667,0.546594056028196,"saturatedMedia","2_233_2"
"887",2018-01-08,0.0637280753318512,0.036352274259348,0.000575218699846662,0.544470662203895,0.468713439045239,0.543445469319476,"saturatedMedia","2_233_2"
"888",2018-01-15,0.10988503302905,0.0153138461977361,0.747835222820436,0.169426966805193,0.459925392159452,0.0493327594545154,"saturatedMedia","2_233_2"
"889",2018-01-22,0.0384894130811772,0.160195314817473,0.882656609320165,0.0336425634959717,0.446770819420498,0.0162512966890944,"saturatedMedia","2_233_2"
"890",2018-01-29,0.0510281358702462,0.0729068062876995,0.0146867545887152,0.00590643093765625,0.440205429713034,0.0254544707222077,"saturatedMedia","2_233_2"
"891",2018-02-05,0.0171373620530668,0.0314022874711872,0.0940166747264966,0.0290313638671298,0.461029797660047,0.33987539609537,"saturatedMedia","2_233_2"
"892",2018-02-12,0.0122603777344874,0.157737269613175,0.000205595571834454,0.0050768967530628,0.231858689851018,0.0827588866372171,"saturatedMedia","2_233_2"
"893",2018-02-19,0.00400877486050455,0.0716738117640146,0.171043615952388,0.00087011637655737,0.0962595829853637,0.0603448458327419,"saturatedMedia","2_233_2"
"894",2018-02-26,0.00610056360344148,0.1695821835391,0.497383896813226,0.000148606370887387,0.374690260073051,0.0574748971866755,"saturatedMedia","2_233_2"
"895",2018-03-05,0.00198636369532354,0.0776518175339757,0.00195714446779914,2.53651558052159e-05,0.40082917435649,0.0505697668923917,"saturatedMedia","2_233_2"
"896",2018-03-12,0.0575740542029893,0.227551169601386,0.872949910427688,4.32905644610285e-06,0.400849568148165,0.0134885427115445,"saturatedMedia","2_233_2"
"897",2018-03-19,0.0194247432548983,0.108293957790464,0.0134325816917955,7.38824665865894e-07,0.379851574680623,0.023057509988111,"saturatedMedia","2_233_2"
"898",2018-03-26,0.0261708768491196,0.220656543226188,0.0280809199020209,1.26092202396079e-07,0.382697378515407,0.0785489478863405,"saturatedMedia","2_233_2"
"899",2018-04-02,0.0086389733781935,0.104523786769638,5.72498998564212e-05,2.15196326818626e-08,0.366683667395145,0.0207034928318941,"saturatedMedia","2_233_2"
"900",2018-04-09,0.00281773158599878,0.079608607902397,1.13453505343567e-07,3.67266604754402e-09,0.372834631918785,0.210472750211894,"saturatedMedia","2_233_2"
"901",2018-04-16,0.000915423603393042,0.0344305654598758,2.24820723201718e-10,0.174984001128088,0.352330641184098,0.0855826172758179,"saturatedMedia","2_233_2"
"902",2018-04-23,0.00029701994755571,0.307263726567859,4.4550718566299e-13,0.0349333207503443,0.314845888496232,0.00309526545167923,"saturatedMedia","2_233_2"
"903",2018-04-30,9.63313332094092e-05,0.154590756041645,8.8282187516509e-16,0.727181931215632,0.290131113238926,0.00567124125303149,"saturatedMedia","2_233_2"
"904",2018-05-07,3.12385322932789e-05,0.196977045397927,1.74940941100606e-18,0.312667829361606,0.329942620263809,0.000103979641623208,"saturatedMedia","2_233_2"
"905",2018-05-14,1.01296529708113e-05,0.0918383326182917,0.19926089353193,0.74913579486792,0.148035518377786,0.0448730465968751,"saturatedMedia","2_233_2"
"906",2018-05-21,9.87182244954852e-06,0.113065554164129,0.000492873311291083,0.337592953387842,0.0577721325807284,0.0559802734554732,"saturatedMedia","2_233_2"
"907",2018-05-28,3.20106882263403e-06,0.0499306550325601,0.0598406765754007,0.176058226442691,0.305193864308153,0.116049249540054,"saturatedMedia","2_233_2"
"908",2018-06-04,1.03798416857087e-06,0.0212068442367641,0.000126112645774875,0.0351844427072151,0.332517519673971,0.110716472720622,"saturatedMedia","2_233_2"
"909",2018-06-11,0.000245147156636832,0.00885311907803066,0.115975017263844,0.0061852660978141,0.33292755567307,0.0138011233598274,"saturatedMedia","2_233_2"
"910",2018-06-18,7.95048437392169e-05,0.0679042558128938,0.000259899469151891,0.00106105642572745,0.354266001974162,0.0729427545719358,"saturatedMedia","2_233_2"
"911",2018-06-25,2.57817088675009e-05,0.0291580298537241,0.47425822121182,0.322336521861152,0.352599383570904,0.0467075594347722,"saturatedMedia","2_233_2"
"912",2018-07-02,0.00145309962688213,0.317160132059329,0.00178437083363108,0.0750835050040078,0.321558072520437,0.0334608384937154,"saturatedMedia","2_233_2"
"913",2018-07-09,0.000471646721781534,0.160710631181404,0.553872942393776,0.591699109309019,0.346938171497649,0.0340718834431076,"saturatedMedia","2_233_2"
"914",2018-07-16,0.0012844614937982,0.198502084681093,0.00245415970021296,0.1982840168641,0.350800915935742,0.0131831364100136,"saturatedMedia","2_233_2"
"915",2018-07-23,0.00241568959277786,0.0926432755055627,0.108397247748841,0.040500331122116,0.388665258465545,0.0675614998079183,"saturatedMedia","2_233_2"
"916",2018-07-30,0.000784594786444203,0.0403926699207506,0.000240857742693058,0.00715225478324744,0.410014662001007,0.015010755212979,"saturatedMedia","2_233_2"
"917",2018-08-06,0.0029382224391793,0.224309726972114,0.233726124059921,0.00122792909759526,0.43023142337462,0.363880622064926,"saturatedMedia","2_233_2"
"918",2018-08-13,0.000954646503492159,0.106517064242896,0.000604058766372348,0.375911019386969,0.210393517217893,0.0849123850134068,"saturatedMedia","2_233_2"
"919",2018-08-20,0.0708269067095252,0.25511894100738,1.19773147510371e-06,0.0932157092462571,0.0859434401056603,0.060566783577211,"saturatedMedia","2_233_2"
"920",2018-08-27,0.0241208423979056,0.123727969715352,2.37344052975194e-09,0.404167415430983,0.396879783780458,0.27768247633253,"saturatedMedia","2_233_2"
"921",2018-09-03,0.0187617013719093,0.202728055401441,0.000376106134542917,0.103755286167295,0.441951539678234,0.490525014756276,"saturatedMedia","2_233_2"
"922",2018-09-10,0.00616180838680395,0.0948823773723981,0.000205559682891089,0.0193746261058045,0.460000930229681,0.318173152569782,"saturatedMedia","2_233_2"
"923",2018-09-17,0.00200638857852526,0.156109314975247,0.422742417320756,0.301055137475244,0.448602227188874,0.523178819460323,"saturatedMedia","2_233_2"
"924",2018-09-24,0.000783226457645325,0.141350291968448,0.0014490880176939,0.0684767886372069,0.466044542533769,0.0123782776575778,"saturatedMedia","2_233_2"
"925",2018-10-01,0.444955887021195,0.129477717363881,0.0181451343464073,0.0874060759111742,0.486001397375453,0.1509893827096,"saturatedMedia","2_233_2"
"926",2018-10-08,0.206315604580281,0.0577753729876979,0.0199734716147329,0.197635079755381,0.480480235571454,0.0840416727478605,"saturatedMedia","2_233_2"
"927",2018-10-15,0.238706464653647,0.179255405068781,0.00223248349300425,0.2662160861665,0.493081735557555,0.293846318535068,"saturatedMedia","2_233_2"
"928",2018-10-22,0.0922898633397551,0.0826028059745934,4.43379227707481e-06,0.058307168286848,0.502907495778335,0.32215089440678,"saturatedMedia","2_233_2"
"929",2018-10-29,0.0893350475499362,0.0357916281922003,0.0078975254945229,0.583500979285004,0.507794714336222,0.262034168597913,"saturatedMedia","2_233_2"
"930",2018-11-05,0.0308289313107542,0.292893258460373,0.00409372667422694,0.192960700292865,0.51115778420639,0.11599890780679,"saturatedMedia","2_233_2"
"931",2018-11-12,0.134589321100983,0.145857250021308,8.14545239415381e-06,0.629019780133386,0.269529801896949,0.063591518037022,"saturatedMedia","2_233_2"
"932",2018-11-19,0.0480082963749836,0.172393470871905,1.61412481017318e-08,0.224430087645179,0.115203506421308,0.0582663715145975,"saturatedMedia","2_233_2"
"933",2018-11-26,0.143323003072168,0.0790842449772515,0.730626264831379,0.565040154999118,0.49729238141717,0.000715223133734153,"saturatedMedia","2_233_2"
"934",2018-12-03,0.0514576892983855,0.166407500708808,0.00534601816657817,0.181472218909693,0.508476136936684,0.146546426681223,"saturatedMedia","2_233_2"
"935",2018-12-10,0.0172868208667256,0.0760405380969407,0.179563009727315,0.0364580900280773,0.526579213248903,0.461843558259293,"saturatedMedia","2_233_2"
"936",2018-12-17,0.00567169583295693,0.0805791724429621,0.000433512578412857,0.00641614848979372,0.528150661090515,0.235605378077254,"saturatedMedia","2_233_2"
"937",2018-12-24,0.489420166760518,0.0348712009600142,0.253758903183978,0.619813219783236,0.541323924158685,0.554141775286254,"saturatedMedia","2_233_2"
"938",2018-12-31,0.460068114355862,0.014676870813007,0.000673391995138215,0.217670709236919,0.522338692370906,0.39337568477443,"saturatedMedia","2_233_2"
"939",2016-01-04,402220.524864295,488946.482244205,30082.5102983489,158267.930581749,35054.8592966069,30684.7272854363,"saturatedSpendReversed","2_233_2"
"940",2016-01-11,290994.747670842,166685.082843832,180607.142441866,168460.090772135,39169.1954722425,22727.0402884733,"saturatedSpendReversed","2_233_2"
"941",2016-01-18,194507.291227639,56824.0448630092,22498.8169011247,156125.915264027,30910.633175132,22378.7462522198,"saturatedSpendReversed","2_233_2"
"942",2016-01-25,130012.952616961,19371.6919324959,87132.0838508732,134043.167987956,29221.6448689257,17753.3723862385,"saturatedSpendReversed","2_233_2"
"943",2016-02-01,210742.217814134,86248.9376329546,10854.3259932549,37744.317584503,26576.2237900655,11903.9239934299,"saturatedSpendReversed","2_233_2"
"944",2016-02-08,140864.734715759,29402.8320820626,37078.8252236627,117559.635435291,25635.1992017119,12290.0677263757,"saturatedSpendReversed","2_233_2"
"945",2016-02-15,591230.387708177,10023.6195154669,22982.0293935054,76560.7622995937,5242.74687545923,20861.5916058734,"saturatedSpendReversed","2_233_2"
"946",2016-02-22,395191.398212675,3417.11804871146,2862.9458633242,21558.2320988352,1072.21303738892,21879.8033560951,"saturatedSpendReversed","2_233_2"
"947",2016-02-29,575826.824776113,1164.91809578486,356.646442138893,78538.3302559735,17419.2821482433,3182.1029346607,"saturatedSpendReversed","2_233_2"
"948",2016-03-07,384895.317870499,397.128267312491,123840.095269499,22115.0822099669,24762.480101553,8602.00216671349,"saturatedSpendReversed","2_233_2"
"949",2016-03-14,405565.798161635,82624.3836473734,15427.1619096301,6227.23782845376,22864.263950497,6332.832267484,"saturatedSpendReversed","2_233_2"
"950",2016-03-21,271089.101938796,28167.1977063217,1921.81154308721,1753.48617762084,21876.0529318664,8180.27746169604,"saturatedSpendReversed","2_233_2"
"951",2016-03-28,181201.919696134,133518.38360159,102085.072957259,194625.204580238,23473.9503388865,10996.7355686887,"saturatedSpendReversed","2_233_2"
"952",2016-04-04,121119.349567129,45517.2981911138,12717.0682939221,55428.3267109938,19100.7420900269,10766.3027680413,"saturatedSpendReversed","2_233_2"
"953",2016-04-11,80958.8378763597,140043.147367519,1584.20640067515,15607.6911487598,17906.3615275029,4242.92964413077,"saturatedSpendReversed","2_233_2"
"954",2016-04-18,137565.168330992,47741.6332223598,197.349724160842,74855.5007781931,17062.0944588911,12167.0178245728,"saturatedSpendReversed","2_233_2"
"955",2016-04-25,91951.5849461384,16275.4378602817,24.5844945518223,21078.0589322762,16989.4303613279,7762.32065573189,"saturatedSpendReversed","2_233_2"
"956",2016-05-02,61462.4623128677,5548.40418445991,93892.3959034734,5935.2293917448,12974.5695651445,6330.08645881042,"saturatedSpendReversed","2_233_2"
"957",2016-05-09,41082.8619840917,95562.48760595,11696.4799690584,1671.26147838449,13353.4759302181,2651.95128694641,"saturatedSpendReversed","2_233_2"
"958",2016-05-16,27460.6887731305,32577.8827372866,1457.06840634071,110688.522541581,2730.96743500226,19716.6792721277,"saturatedSpendReversed","2_233_2"
"959",2016-05-23,18355.3285111134,244436.015239167,181.511732279498,31168.0394493829,558.519981615078,21743.7991627238,"saturatedSpendReversed","2_233_2"
"960",2016-05-30,12269.1053940555,83329.8508727326,22.6115045880697,8776.39940268741,10214.224932112,11585.9469897299,"saturatedSpendReversed","2_233_2"
"961",2016-06-06,8200.93996570534,28407.6961395303,2.81678838781071,2471.28750592675,11088.947912076,5681.29522220737,"saturatedSpendReversed","2_233_2"
"962",2016-06-13,5481.6886937567,9684.3711047604,0.350896455863956,695.873291167624,13667.8406577111,7891.88134351077,"saturatedSpendReversed","2_233_2"
"963",2016-06-20,157206.981320058,235629.466026462,0.04371230841149,76790.6217376203,14995.2592971349,2920.47697938971,"saturatedSpendReversed","2_233_2"
"964",2016-06-27,105080.604867916,80327.6401228967,0.00544538388669857,21622.9566779309,14366.7344617905,3783.92360640555,"saturatedSpendReversed","2_233_2"
"965",2016-07-04,146145.788067022,27384.2226803203,38763.0006783491,6088.66349712881,16038.1925850248,4596.4924744011,"saturatedSpendReversed","2_233_2"
"966",2016-07-11,97687.059951335,9335.46224759088,4828.83258662415,1714.46596011107,17580.0285030567,9025.01757085873,"saturatedSpendReversed","2_233_2"
"967",2016-07-18,79549.2799867913,602513.520694255,36456.5433207333,107067.213687457,14295.3549172627,7420.08228849319,"saturatedSpendReversed","2_233_2"
"968",2016-07-25,53172.488827331,205400.835793908,4541.50972066411,30148.3393519192,17523.5944974071,14643.4319460542,"saturatedSpendReversed","2_233_2"
"969",2016-08-01,246893.561326942,377929.500567659,565.750580394623,161550.211357466,20683.8133956049,13580.4940130434,"saturatedSpendReversed","2_233_2"
"970",2016-08-08,165029.088049277,128838.661078219,6128.81071616497,45489.8416297328,23230.1211392634,18775.2275628341,"saturatedSpendReversed","2_233_2"
"971",2016-08-15,325039.173092074,43921.9498967279,763.485808259391,43165.5104726034,4750.87570262686,21631.9640671042,"saturatedSpendReversed","2_233_2"
"972",2016-08-22,217263.33415655,14973.2826046639,104943.109900829,31409.8684390667,971.618693096748,21971.3159392833,"saturatedSpendReversed","2_233_2"
"973",2016-08-29,325157.29234359,304440.490863595,13073.1032160223,8844.49440763825,23298.7092367525,5062.97371899326,"saturatedSpendReversed","2_233_2"
"974",2016-09-05,376806.087662887,268429.772642639,24738.8921578076,4374.36925153955,28564.9029013615,3787.4309012279,"saturatedSpendReversed","2_233_2"
"975",2016-09-12,251865.478727802,391726.481130375,3081.80395010869,1231.74932926704,30841.9111260079,11696.9091061284,"saturatedSpendReversed","2_233_2"
"976",2016-09-19,168352.427022195,194844.14281212,191908.576969777,136475.383020243,31807.5902752599,16669.4764175624,"saturatedSpendReversed","2_233_2"
